Code 1999	Code 2003
DE213	DE213
DE214	DE214
DE215	DE215
DE216	DE216
DE217	DE217
DE218	DE218
DE219	DE219
DE21A	DE21A
DE21B	DE21B
DE21C	DE21C
DE21D	DE21D
DE21E	DE21E
DE21F	DE21F
DE21G	DE21G
DE21H	DE21H
DE21I	DE21I
DE21J	DE21J
DE21K	DE21K
DE21L	DE21L
DE21M	DE21M
DE21N	DE21N
DE22	DE22
DE221	DE221
DE222	DE222
DE223	DE223
DE224	DE224
DE225	DE225
DE226	DE226
DE227	DE227
DE228	DE228
DE229	DE229
DE22A	DE22A
DE22B	DE22B
DE22C	DE22C
DE23	DE23
DE231	DE231
DE232	DE232
DE233	DE233
DE234	DE234
DE235	DE235
DE236	DE236
DE237	DE237
DE238	DE238
DE239	DE239
DE23A	DE23A
DE24	DE24
DE241	DE241
DE242	DE242
DE243	DE243
DE244	DE244
DE245	DE245
DE246	DE246
DE247	DE247
DE248	DE248
DE249	DE249
DE24A	DE24A
DE24B	DE24B
DE24C	DE24C
DE24D	DE24D
DE25	DE25
DE251	DE251
DE252	DE252
DE253	DE253
DE254	DE254
DE255	DE255
DE256	DE256
DE257	DE257
DE258	DE258
DE259	DE259
DE25A	DE25A
DE25B	DE25B
DE25C	DE25C
DE26	DE26
DE261	DE261
DE262	DE262
DE263	DE263
DE264	DE264
DE265	DE265
DE266	DE266
DE267	DE267
DE268	DE268
DE269	DE269
DE26A	DE26A
DE26B	DE26B
DE26C	DE26C
DE27	DE27
DE271	DE271
DE272	DE272
DE273	DE273
DE274	DE274
DE275	DE275
DE276	DE276
DE277	DE277
DE278	DE278
DE279	DE279
DE27A	DE27A
DE27B	DE27B
DE27C	DE27C
DE27D	DE27D
DE27E	DE27E
DE3	DE3
DE3	DE30
DE301	DE300 (part)
DE302	DE300 (part)
 	DE300
DE4	DE4
DE4	
DE4 (part)	DE41
DE403	DE411
DE405	DE412
DE409	DE413
DE40A	DE414
DE40C	DE415
DE40D	DE416
DE40F	DE417
DE40I	DE418
DE4 (part)	DE42
DE401	DE421
DE402	DE422
DE404	DE423
DE406	DE424
DE407	DE425
DE408	DE426
DE40B	DE427
DE40E	DE428
DE40G	DE429
DE40H	DE42A
DE5	DE5
DE5	DE50
DE501	DE501
DE502	DE502
DE6	DE6
DE6	DE60
